identifier,pos x,pos y,pos z,status
50011,-0.9872965,-0.7522978,-0.6306432,success
50014,-0.9546648,-0.7473124,-0.3120438,success
50015,-0.7789678,-0.7592026,-0.4736623,success
50026,-0.7376891,-0.7431316,-0.3389035,success
50027,-0.8137321,-0.7415109,-0.2935551,success
50029,-1.052349,-0.7510621,-0.7381531,success
50037,-0.8012716,-0.7515185,-0.4712239,success
50048,-0.8473088,-0.7466125,-0.3136007,success
50057,-0.9125898,-0.7467982,-0.7097362,success
50058,-0.8981631,-0.750264,-0.291276,success
50060,-1.119132,-0.7518821,-0.673245,success
50065,-1.003649,-0.7535762,-0.3385937,success
50069,-0.8236352,-0.7475142,-0.4692259,success
50073,-0.9178882,-0.7529049,-0.2510718,success
50081,-0.9558821,-0.7430931,-0.7603558,success
50082,-0.8691928,-0.7464825,-0.5863358,success
50083,-0.8675808,-0.7467335,-0.562778,success
50086,-0.9673026,-0.725862,-0.6065667,success
50090,-0.8169209,-0.7513956,-0.3214426,success
50092,-0.9049097,-0.7494552,-0.4336699,success
50096,-0.9663133,-0.747952,-0.4112186,success
50059,-0.6527682,-0.7479466,-0.5719681,success
50077,-0.6612729,-0.7469905,-0.3758132,success
50121,-0.9356925,-0.7734658,-0.5501477,success
50131,-1.051258,-0.7495263,-0.3871682,success
50132,-0.971153,-0.7473357,-0.2845708,success
50159,-0.9746404,-0.7690233,-0.3007794,success
50168,-0.9328577,-0.7602096,-0.2818294,success
50173,-0.933811,-0.7499016,-0.3025739,success
50183,-1.04169,-0.7414694,-0.4464127,success
50185,-0.9073624,-0.7560451,-0.3623986,success
50195,-1.0314,-0.7565327,-0.5869418,success
50200,-0.9571001,-0.7406057,-0.4934602,success
50209,-0.806763,-0.7455351,-0.3687406,success
50214,-0.9449005,-0.7575449,-0.2736959,success
50276,-1.010519,-0.7483798,-0.5862674,success
50287,-1.062451,-0.743602,-0.4122667,success
48670,-0.8793542,-0.7499184,-0.5550709,success
50127,-1.162302,-0.7499839,-0.5235321,success
50136,-0.6184903,-0.7425923,-0.4797236,success
50144,-0.881355,-0.7358163,-0.9661571,success
50157,-0.9494342,-0.7491465,-0.8126831,success
50170,-1.156428,-0.7555398,-0.5810965,success
50172,-0.9718627,-0.7478227,-0.7783685,success
50179,-1.095909,-0.7507063,-0.5830056,success
50221,-1.105589,-0.7508911,-0.5920861,success
50261,-0.7583483,-0.7377375,-0.7474508,success
50266,-0.782708,-0.7484799,-0.6598232,success
50324,-0.8850426,-0.7354105,-0.3569716,success
50327,-0.9442607,-0.7457756,-0.4541464,success
50328,-0.9037417,-0.7471486,-0.4062848,success
50335,-0.9064025,-0.742406,-0.4640024,success
50346,-0.7171705,-0.7313159,-0.4718964,success
50375,-1.016957,-0.7450301,-0.3602543,success
50377,-0.9257677,-0.7423656,-0.2425678,success
50378,-0.722393,-0.7406247,-0.4674091,success
50382,-0.986735,-0.7391418,-0.3593514,success
50387,-1.033196,-0.7496525,-0.4839635,success
50390,-1.013628,-0.7474294,-0.4774235,success
50406,-0.8619326,-0.74305,-0.3643097,success
50431,-0.7200727,-0.7455333,-0.3980635,success
50453,-0.8092768,-0.7409114,-0.4116404,success
50454,-0.9602893,-0.7261181,-0.5690743,success
50466,-0.9991066,-0.7546413,-0.4540847,success
50481,-0.8930944,-0.7849986,-0.4259474,success
50141,-0.9102653,-0.7458521,-0.9652847,success
50313,-1.040476,-0.7461871,-0.4889084,success
50321,-0.8078417,-0.7310099,-0.768372,success
50334,-0.6170994,-0.738929,-0.4760646,success
50349,-0.5832388,-0.7390032,-0.4782863,success
50352,-0.502464,-0.7601538,-0.4750609,success
50413,-0.9709945,-0.7447593,-0.5900354,success
50427,-0.8008907,-0.7394517,-0.6734599,success
50493,-0.497202,-0.7280836,-0.4462094,success
50495,-0.4968881,-0.7270144,-0.4216688,success
50498,-1.011872,-0.7514559,-0.3605344,success
50506,-0.9440477,-0.7449687,-0.3583605,success
50509,-0.9224016,-0.7321385,-0.3576996,success
50516,-0.8949487,-0.7318607,-0.3834697,success
50518,-0.9127857,-0.7451696,-0.4537256,success
50523,-0.8538582,-0.7426696,-0.5064289,success
50535,-1.043535,-0.7479025,-0.3614364,success
50541,-1.012809,-0.7392173,-0.3473084,success
50542,-1.000505,-0.7420981,-0.3367081,success
50544,-1.003544,-0.7389228,-0.3594069,success
50549,-0.9041788,-0.7330065,-0.2628803,success
50569,-0.9485294,-0.7330505,-0.4573463,success
50574,-0.9063095,-0.7390528,-0.435469,success
50604,-0.9437665,-0.743444,-0.2823475,success
50613,-0.957719,-0.733012,-0.3187152,success
50626,-0.870789,-0.744245,-0.2951957,success
50642,-0.7573133,-0.7348515,-0.4790051,success
50644,-0.7894366,-0.7250302,-0.4536059,success
50651,-0.9702451,-0.7412375,-0.4088401,success
50658,-1.048531,-0.7502137,-0.3909954,success
50659,-0.9611191,-0.7471552,-0.2706603,success
50345,-0.9669204,-0.7418302,-0.8443211,success
50385,-0.9777992,-0.7366173,-0.7794787,success
50579,-0.8643196,-0.7396728,-0.567863,success
50710,-0.806654,-0.7297825,-0.4594452,success
50712,-0.7391592,-0.7398562,-0.4663636,success
50719,-0.9773893,-0.7385011,-0.3435594,success
50723,-0.523754,-0.7152685,-0.4687453,success
50750,-0.8555116,-0.743969,-0.3830879,success
50767,-0.7558151,-0.7445863,-0.4756864,success
50786,-0.8934628,-0.7366774,-0.2501544,success
50797,-0.5015513,-0.7170963,-0.4648186,success
50828,-0.6693534,-0.7422149,-0.374829,success
50487,-1.162189,-0.7994114,-0.5093352,success
50784,-0.7797941,-0.7522391,-0.4805909,success
50837,-0.9625103,-0.726653,-0.4618744,success
50842,-1.02447,-0.6901746,-0.443269,success
50853,-0.9254015,-0.7006679,-0.5078828,success
50881,-0.9321689,-0.7482067,-0.235489,success
50889,-0.9084288,-0.7386985,-0.2243252,success
50891,-0.9180928,-0.7500542,-0.3087581,success
50895,-0.9267002,-0.75291,-0.3605775,success
50896,-0.9672028,-0.7550492,-0.3202853,success
50911,-0.9624811,-0.7479615,-0.3652364,success
50917,-0.919761,-0.745491,-0.3316296,success
50948,-0.7995976,-0.758042,-0.2950048,success
50972,-0.6477225,-0.6630592,-0.4377627,success
50980,-0.9831021,-0.7622795,-0.2837578,success
50994,-0.8081812,-0.7528223,-0.2748317,success
50995,-0.789736,-0.7513835,-0.2725924,success
51015,-0.8978248,-0.7370753,-0.3904266,success
50888,-1.170258,-0.7611728,-0.5332767,success
50914,-1.014876,-0.7616528,-0.4443969,success
50922,-1.017289,-0.7537498,-0.4609172,success
50951,-0.9226936,-0.7437445,-0.43658,success
50957,-0.93054,-0.7289619,-0.4560561,success
50962,-0.8462928,-0.7514437,-0.4696457,success
51012,-0.9108482,-0.7164659,-0.4377639,success
51043,-1.069935,-0.7475123,-0.3663022,success
51046,-1.156005,-0.7202434,-0.4622729,success
51050,-0.9700431,-0.7335687,-0.2841542,success
51060,-0.9649389,-0.7474271,-0.3591849,success
51100,-1.200176,-0.7569501,-0.4947375,success
51105,-1.160673,-0.7593795,-0.4619947,success
51112,-0.9853708,-0.7600085,-0.2781271,success
51113,-0.9657679,-0.7561629,-0.2538956,success
51119,-0.9342179,-0.7577657,-0.2201804,success
51127,-0.9621498,-0.7549362,-0.2905213,success
51133,-0.8735166,-0.7543691,-0.2206175,success
51139,-0.8582999,-0.7538304,-0.223714,success
51145,-0.9659943,-0.7472758,-0.3521237,success
51192,-0.5532317,-0.7446506,-0.4617622,success
51223,-1.08548,-0.6366968,-0.3953923,success
51232,-1.055205,-0.7564849,-0.3574311,success
49778,-1.051503,-0.7454519,-0.3599646,success
49797,-1.01725,-0.6002192,-0.3335229,success
49838,-1.020038,-0.7482985,-0.5813957,success
50545,-1.169243,-0.7386406,-0.5747195,success
50711,-0.9482053,-0.7411958,-0.9584216,success
50762,-0.9694822,-0.743022,-0.929526,success
51051,-1.154478,-0.7538444,-0.5080458,success
51083,-0.7191781,-0.7492275,-0.4824567,success
51128,-1.160309,-0.7527837,-0.5141696,success
51155,-0.8515336,-0.7479352,-0.4829268,success
51189,-0.5271403,-0.7194973,-0.4749853,success
51244,-1.191109,-0.7350976,-0.4670804,success
51248,-1.068671,-0.7401398,-0.3587522,success
51261,-0.9520639,-0.7416389,-0.3588406,success
51272,-1.077025,-0.7408553,-0.3591303,success
51293,-0.4518225,-0.7426815,-0.4238635,success
51300,-0.5284019,-0.7421063,-0.478339,success
51328,-0.4721248,-0.7397141,-0.3953631,success
51329,-0.9841341,-0.7392197,-0.2393172,success
51334,-0.9327229,-0.7450948,-0.3337775,success
51339,-0.9685165,-0.7412041,-0.3457487,success
51345,-0.9166258,-0.742628,-0.2470136,success
51352,-0.910771,-0.7339059,-0.1979929,success
51370,-1.176017,-0.7479969,-0.4629342,success
51407,-0.8816288,-0.7302927,-0.36968,success
51428,-0.9583424,-0.7353819,-0.2613717,success
50716,-0.9834967,-0.7332203,-0.8470247,success
50880,-0.9729105,-0.761655,-0.9228206,success
51072,-1.103712,-0.7518179,-0.7026528,success
51150,-1.068879,-0.7526936,-0.754754,success
51215,-0.9861862,-0.7535483,-0.4762491,success
51217,-1.037078,-0.7740942,-0.5251139,success
51256,-0.9847564,-0.7357231,-0.4198078,success
51259,-1.14404,-0.747294,-0.5809807,success
51276,-0.8945468,-0.7682497,-0.4442288,success
51308,-0.9877825,-0.6988524,-0.8887174,success
51346,-0.8049302,-0.7495422,-0.4802168,success
51375,-1.067052,-0.7174272,-0.6463838,success
51412,-0.9431056,-0.7615294,-0.3988172,success
51447,-0.9028845,-0.7479176,-0.3602142,success
51450,-1.058867,-0.7150805,-0.3766002,success
51461,-1.005693,-0.7653435,-0.3656039,success
51469,-1.196828,-0.7196767,-0.4507661,success
51474,-0.9759038,-0.7358808,-0.2829476,success
51480,-1.161303,-0.7353384,-0.5306263,success
51483,-0.9832237,-0.7398882,-0.2297443,success
51484,-0.9687764,-0.7384822,-0.2102107,success
51491,-0.5053207,-0.7260575,-0.4539206,success
51498,-0.8335742,-0.7333834,-0.3575898,success
51500,-0.8380278,-0.7379215,-0.362389,success
51504,-0.972603,-0.7399557,-0.2086141,success
51508,-1.203194,-0.7622362,-0.4802817,success
51513,-0.968911,-0.7362208,-0.2179425,success
51520,-0.4678791,-0.7093604,-0.4505324,success
51521,-1.161572,-0.7385914,-0.4366674,success
51527,-0.4950829,-0.7166036,-0.410737,success
51530,-0.4786209,-0.7285528,-0.4987541,success
51536,-0.8918349,-0.7267438,-0.1896051,success
51552,-0.9264998,-0.7328963,-0.3056114,success
51554,-0.8743162,-0.7368858,-0.2930627,success
51556,-0.8976287,-0.730533,-0.2496217,success
51557,-0.9700437,-0.7341519,-0.3345591,success
51584,-0.4157398,-0.7544166,-0.4622146,success
51626,-0.9806342,-0.7364979,-0.2685593,success
51630,-1.08796,-0.7302533,-0.3515857,success
50018,-0.9775359,-0.7498965,-0.3460163,success
50671,-0.9238079,-0.8018175,-0.5676892,success
50934,-0.9648816,-0.7499935,-0.7917206,success
50967,-1.029471,-0.7506591,-0.7047091,success
51094,-0.846622,-0.7885965,-1.052832,success
51270,-0.9348635,-0.6920851,-0.4392953,success
51275,-1.036904,-0.7085098,-0.5538401,success
51283,-1.002014,-0.7483816,-0.4883132,success
51456,-1.024407,-0.7406765,-0.4655486,success
51459,-1.006722,-0.7534592,-0.4752577,success
51488,-0.9845514,-0.700932,-0.9148274,success
51501,-0.9816547,-0.6975608,-0.9111563,success
51516,-0.9957742,-0.7147672,-0.9121035,success
51517,-0.9423419,-0.7117586,-0.916023,success
51558,-0.9764618,-0.7172753,-0.9735559,success
51597,-1.068998,-0.4988893,-0.4345005,success
51613,-0.9214013,-0.7437423,-0.3905652,success
51633,-1.221445,-0.7494079,-0.4744852,success
51653,-0.433849,-0.747115,-0.4715953,success
51675,-1.065727,-0.6920967,-0.3824023,success
51678,-1.038878,-0.7277052,-0.4347504,success
51688,-1.089216,-0.7400212,-0.3582408,success
51690,-0.9588646,-0.7580596,-0.3612857,success
51691,-0.864538,-0.7397976,-0.3244413,success
51706,-1.225502,-0.7401826,-0.5521548,success
51707,-1.02694,-0.738931,-0.3209126,success
51723,-0.997467,-0.746366,-0.2772821,success
51755,-1.179009,-0.7418739,-0.531181,success
51770,-0.6677545,-0.7456089,-0.2859247,success
51775,-1.173142,-0.7425635,-0.4270976,success
50246,-0.6233382,-0.7214868,-0.4560928,success
50395,-1.105191,-0.7463993,-0.6210887,success
51398,-0.9635602,-0.7860402,-0.7071403,success
51433,-0.9333186,-0.7338535,-0.4763698,success
51435,-0.9486514,-0.7574281,-0.5025676,success
51436,-0.9627663,-0.7413894,-0.5002459,success
51464,-0.9956954,-0.7331974,-0.5051897,success
51466,-0.9677231,-0.7482555,-0.490876,success
51523,-0.8444755,-0.7200694,-0.9305052,success
51632,-0.6338049,-0.7264706,-0.4718468,success
51635,-1.059421,-0.7322139,-0.569502,success
51638,-0.9796264,-0.7430075,-0.9828258,success
51647,-0.4658343,-0.7456562,-0.5403888,success
51649,-0.8482085,-0.7478137,-0.4344884,success
51650,-0.3855894,-0.784956,-0.4867737,success
51705,-0.5235377,-0.7681371,-0.4773586,success
51712,-0.524473,-0.744635,-0.4783653,success
51731,-1.004355,-0.733268,-0.9613565,success
51748,-0.4889691,-0.7341624,-0.5565476,success
51788,-0.4269149,-0.7486904,-0.4976761,success
51809,-0.9257584,-0.7240093,-0.4047698,success
51814,-1.026494,-0.7474018,-0.4901455,success
51816,-0.9674451,-0.7455286,-0.4102504,success
51838,-1.101228,-0.7550781,-0.586723,success
51842,-1.163468,-0.742313,-0.4714037,success
51850,-1.163628,-0.7514232,-0.5440558,success
51856,-0.9644902,-0.7601454,-0.2879175,success
51857,-1.130118,-0.7576118,-0.593056,success
51867,-0.3097576,-0.7125745,-0.4496021,success
51887,-1.182344,-0.7412408,-0.5925312,success
51894,-0.9464124,-0.7440208,-0.1907587,success
51899,-0.9616129,-0.7507265,-0.212096,success
51918,-0.4919266,-0.7140688,-0.3327136,success
51921,-0.9719746,-0.7256891,-0.3130881,success
51950,-1.261962,-0.7409117,-0.5091757,success
51951,-1.16047,-0.7492988,-0.4091594,success
51954,-0.9683586,-0.7541384,-0.3107924,success
51956,-1.114962,-0.7311242,-0.5805265,success
51962,-1.202604,-0.7467239,-0.4714074,success
51971,-0.9675983,-0.7406449,-0.2298281,success
51983,-0.9684528,-0.7493716,-0.2156475,success
52019,-1.038729,-0.7648594,-0.478582,success
52022,-0.91492,-0.7541875,-0.2779621,success
50582,-0.9728361,-0.7405497,-0.7092239,success
50960,-0.9733489,-0.7391727,-0.6726015,success
51640,-0.7664708,-0.7532748,-0.9980513,success
51658,-0.8415384,-0.7232898,-0.9297196,success
51670,-0.977475,-0.7087219,-0.639528,success
51684,-0.9243322,-0.7897539,-0.4752285,success
51717,-0.7651885,-0.7252263,-0.4695155,success
51763,-0.7655103,-0.7501581,-0.9782922,success
51802,-0.8193216,-0.7826386,-0.4808964,success
51846,-1.016951,-0.7350993,-0.5224868,success
51849,-0.9410434,-0.747132,-0.4651332,success
51861,-0.9354995,-0.7381001,-0.4070759,success
51863,-1.020647,-0.760551,-0.538129,success
51873,-0.9067881,-0.7477945,-0.9693782,success
51874,-0.9796833,-0.7354565,-1.03282,success
51878,-0.908454,-0.7557117,-0.998138,success
51883,-0.9749063,-0.7246915,-1.023225,success
51888,-0.97292,-0.7523656,-0.6707373,success
51902,-0.9581893,-0.7826437,-0.8390309,success
51908,-0.6277327,-0.726476,-0.4689045,success
51910,-0.6382066,-0.7241163,-0.4566041,success
51930,-0.4245566,-0.7538969,-0.4838046,success
51932,-0.3260579,-0.7332103,-0.4785538,success
51948,-0.3029464,-0.7296808,-0.4627841,success
52011,-0.9374918,-0.6700583,-0.4100055,success
52014,-0.9682594,-0.7274131,-0.4339269,success
52037,-1.037249,-0.7526915,-0.4928152,success
52041,-0.9627703,-0.7535925,-0.3624712,success
52054,-1.161141,-0.7459511,-0.4812535,success
52056,-1.157374,-0.7173316,-0.5086563,success
52058,-1.02776,-0.7471223,-0.4505894,success
52064,-0.9564781,-0.7582451,-0.1854762,success
52066,-1.155774,-0.7370478,-0.3947174,success
52078,-0.464978,-0.7472066,-0.2916867,success
52088,-0.9635186,-0.7476133,-0.2311503,success
52098,-1.199661,-0.7505139,-0.5785035,success
52126,-0.9774061,-0.7580738,-0.2871482,success
52137,-1.263473,-0.7417231,-0.5176953,success
52142,-1.104599,-0.75179,-0.3622484,success
52143,-0.9684675,-0.753906,-0.2287719,success
52146,-0.9148319,-0.7497497,-0.1617524,success
52152,-1.054011,-0.7726704,-0.2830753,success
52157,-0.9000401,-0.7378713,-0.1004799,success
52194,-1.153448,-0.7505497,-0.5030827,success
51982,-0.9619709,-0.7379794,-0.6143631,success
51990,-0.7877072,-0.7604952,-1.027827,success
52063,-0.837735,-0.7645105,-0.4094246,success
52073,-0.2405285,-0.7273304,-0.5251943,success
52075,-0.972249,-0.7604912,-0.8456261,success
52087,-0.4647956,-0.7328345,-0.4183506,success
52109,-0.2821906,-0.7309731,-0.4895419,success
52149,-0.4745556,-0.7382954,-0.3645276,success
52168,-0.2602053,-0.7139794,-0.4848611,success
52175,-0.3494098,-0.8034406,-0.3998222,success
52205,-1.074428,-0.7288401,-0.5686179,success
52208,-0.9885378,-0.7418245,-0.4287848,success
52211,-1.096656,-0.7471602,-0.3598385,success
52222,-1.005295,-0.7657948,-0.3657272,success
52224,-1.155822,-0.7330745,-0.4561103,success
52234,-1.238914,-0.743774,-0.5772956,success
52236,-0.9758154,-0.7446777,-0.2043025,success
52241,-0.9637077,-0.7659189,-0.2268721,success
52247,-0.9835353,-0.7228007,-0.2375983,success
52248,-0.9664275,-0.7396579,-0.2977096,success
52272,-0.4373161,-0.7493839,-0.2842404,success
52274,-1.16125,-0.7584897,-0.421261,success
52313,-0.9008099,-0.7519028,-0.1975128,success
52334,-0.7203078,-0.7436477,-0.1630638,success
52352,-0.4525645,-0.7674683,-0.286707,success
52356,-0.6577745,-0.7703305,-0.2806367,success
52358,-0.6618307,-0.7491223,-0.2414696,success
52373,-0.9863245,-0.7679219,-0.4076735,success
50874,-0.9601468,-0.7568023,-0.2424045,success
51922,-0.6877304,-0.7541266,-1.002266,success
51931,-0.7101728,-0.7541011,-0.9790909,success
52061,-0.9096361,-0.7814894,-0.5539627,success
52080,-0.5856987,-0.7510962,-0.4683372,success
52262,-0.9776563,-0.7467725,-0.964416,success
52265,-0.4486217,-0.748013,-0.3815615,success
52268,-0.9619519,-0.7552819,-0.9469548,success
52278,-1.030523,-0.7736939,-1.001464,success
52323,-1.016748,-0.7411626,-0.9760982,success
52360,-0.9673474,-0.7537697,-0.5456204,success
52399,-1.105058,-0.7673229,-0.6016506,success
52414,-0.9651446,-0.7482845,-0.3384145,success
52428,-1.189539,-0.763741,-0.4829349,success
52436,-0.9603249,-0.7927343,-0.4399067,success
52469,-0.6493008,-0.6082755,-0.2248935,success
52480,-1.207387,-0.7632224,-0.7076598,success
52501,-0.9278889,-0.7628511,-0.1917619,success
52544,-1.014845,-0.8199533,-0.6029391,success
51934,-0.4684271,-0.7283278,-0.6738074,success
52076,-0.7000285,-0.710726,-0.465841,success
52113,-0.6060219,-0.7663005,-1.030786,success
52269,-0.1942367,-0.7466171,-0.4729479,success
52345,-0.3531347,-0.7965717,-0.4816737,success
52384,-0.9220958,-0.7539374,-0.4341801,success
52392,-0.9109603,-0.7542674,-0.5893884,success
52397,-0.4263277,-0.7579916,-0.25841,success
52442,-0.8742911,-0.7754897,-0.3707547,success
52444,-0.9273862,-0.7761082,-0.4724262,success
52445,-0.9485438,-0.7546573,-0.5001891,success
52450,-0.9706171,-0.7510139,-0.779295,success
52524,-0.9030475,-0.7348794,-1.070229,success
52528,-0.9638676,-0.805073,-1.095078,success
52564,-1.158141,-0.7719262,-0.4049644,success
52567,-0.969554,-0.7327288,-0.1819314,success
52579,-1.162009,-0.7510393,-0.4973024,success
52594,-1.006118,-0.7076653,-0.4828641,success
52599,-1.054557,-0.7395644,-0.578346,success
52617,-0.996756,-0.7811623,-0.3748664,success
52643,-1.027381,-0.7020905,-0.8955403,success
52687,-1.221177,-0.7282449,-0.4462917,success
52712,-1.049248,-0.796259,-0.5973636,success
52725,-0.9438987,-0.7691221,-0.1940313,success
52726,-1.159889,-0.7966085,-0.4309841,success
52727,-1.160209,-0.693675,-0.3493732,success
52285,-0.5430545,-0.7290618,-0.4577542,success
52318,-0.6466894,-0.7275905,-0.9492601,success
52417,-0.02656426,-0.7003186,-0.4827077,success
52571,-0.8434942,-0.7116159,-1.424806,success
52623,-0.8651164,-0.7547104,-0.9953217,success
52631,-0.9616691,-0.7477238,-1.021452,success
52639,-0.9826154,-0.7400069,-0.8930904,success
52660,-0.9720309,-0.7283896,-1.206879,success
52664,-0.4685215,-0.7310718,-0.2372048,success
52666,-0.5033345,-0.7135416,-0.2080554,success
52710,-0.9105472,-0.720834,-0.3812987,success
52732,-0.9461741,-0.7758994,-0.1506549,success
52762,-1.23831,-0.7927142,-0.5006759,success
52766,-0.982612,-0.7421234,-0.985306,success
52772,-0.9966189,-0.7186147,-1.199636,success
52774,-1.166868,-0.7443929,-0.4303151,success
52803,-1.109105,-0.7498716,-0.2898441,success
52805,-1.021956,-0.7493576,-0.2116869,success
52807,-1.037214,-0.677618,-0.4093371,success
52812,-1.064017,-0.7444174,-0.2742531,success
52813,-0.9713817,-0.7475463,-0.1811182,success
52815,-1.164396,-0.6309373,-0.3060907,success
52817,-1.264173,-0.7380639,-0.5140865,success
52828,-0.86036,-0.7363997,-0.1425447,success
52832,-0.9298802,-0.7231815,-0.2400495,success
52852,-1.164644,-0.7486147,-0.8393375,success
52880,-0.9866946,-0.6722305,-0.8348228,success
52894,-0.9683077,-0.7225279,-0.2527134,success
52895,-0.9684753,-0.7754619,-0.2804477,success
52897,-1.266137,-0.7508795,-0.5669307,success
52899,-1.131315,-0.7260607,-0.340575,success
51541,-0.4026189,-0.7448485,-0.4783788,success
52094,-0.4755405,-0.7267666,-0.7731261,success
52095,-0.4930351,-0.7264513,-0.7906013,success
52147,-0.4910823,-0.7316949,-0.8379766,success
52257,-0.5397371,-0.7189689,-0.9310217,success
52330,-0.5109399,-0.7141806,-0.8885555,success
52413,-0.4642774,-0.7256437,-0.9333965,success
52415,-0.3986663,-0.7346896,-0.9869553,success
52492,-0.5464119,-0.737838,-0.9597971,success
52632,0.04782233,-0.6935213,-0.5210931,success
52633,0.02243266,-0.6908134,-0.5406853,success
52851,-1.000625,-0.7651193,-0.597692,success
52853,-0.9588872,-0.7501829,-0.7150306,success
52919,-0.7447496,-0.5359744,-0.9110026,success
52929,-1.190553,-0.391996,-0.1914269,success
52952,-1.135139,-0.7571862,-0.9703459,success
53007,-1.140418,-0.7780086,-0.3737759,success
53082,-1.151848,-0.8570532,-0.5621756,success
52418,-0.5004551,-0.7203629,-0.7423133,success
52597,-0.2217783,-0.7345691,-0.463962,success
52637,0.0163918,-0.7366828,-0.6434631,success
52654,-0.4477835,-0.7394473,-0.4835027,success
52655,-0.3549116,-0.7323472,-0.4578809,success
52658,-0.2705316,-0.7374501,-0.4606512,success
52740,-0.07461029,-0.6980137,-0.7672119,success
52747,-0.8573791,-0.760068,-0.5976823,success
52753,-0.518454,-0.7087406,-0.2518651,success
52761,-0.5101926,-0.71425,-0.9491807,success
52763,-0.536496,-0.6995023,-0.3510209,success
52767,-0.4518813,-0.7446824,-0.8911209,success
52782,-0.4618556,-0.7282432,-0.8108829,success
52783,-0.2456998,-0.6920316,-0.4951787,success
52796,-0.1621265,-0.6919911,-0.7593513,success
52798,-0.1272665,-0.6996847,-0.8251633,success
52847,-0.9585075,-0.7541564,-0.5099033,success
52866,0.05066639,-0.7008039,-0.5730316,success
52915,-0.065613,-0.709646,-0.897895,success
52937,-1.053128,-0.7280216,-0.5308434,success
52943,-0.9272324,-0.7223694,-0.5081401,success
52944,-0.4972836,-0.708806,-0.7269309,success
52945,-0.6799635,-0.7239634,-0.9398904,success
52948,-0.9875112,-0.7289156,-0.745181,success
52960,-0.516785,-0.707074,-0.562883,success
52961,-0.4073291,-0.7195825,-0.4647465,success
52965,-0.5271254,-0.7062458,-0.4612216,success
52974,-0.5177271,-0.7118832,-0.4441075,success
52976,-0.02021347,-0.7195094,-0.4019486,success
52990,-0.06641708,-0.702868,-0.8898551,success
53013,-0.9757381,-0.7396976,-0.7383899,success
53031,-0.519939,-0.7075643,-1.043579,success
53042,-0.512419,-0.7300406,-1.500558,success
53048,-0.5524508,-0.7180327,-0.8897747,success
53057,-0.542137,-0.7078356,-0.4744899,success
53105,-0.06998998,-0.6098301,-0.5608245,success
53137,-0.9633943,-0.737702,-1.438443,success
53141,-1.083831,-0.7503005,-0.5910884,success
53169,-0.02241859,-0.574324,-0.5375814,success
53174,-1.174157,-0.7741721,-0.9933887,success
53187,-1.223627,-0.775902,-0.4493093,success
53196,-1.058833,-0.7201071,-0.9533775,success
53198,-0.07300155,-0.5746259,-0.6586862,success
53199,-1.117265,-0.7503031,-0.9945399,success
53224,-0.9560395,-0.7178057,-1.360972,success
53239,-0.9940254,-0.7031675,-0.5092185,success
53253,-1.052478,-0.6934577,-0.4798807,success
52612,-0.8808487,-0.6982491,-0.4335279,success
52647,-0.7785708,-0.7158145,-0.4495006,success
52757,-0.9844216,-0.7058307,-0.8057118,success
52927,-0.950981,-0.6860374,-0.4179576,success
52934,-0.9485708,-0.7373942,-0.4603896,success
52940,-0.9273404,-0.7152313,-0.4519581,success
52950,-0.9717771,-0.745795,-0.4269189,success
52970,-1.025213,-0.7404513,-0.4317814,success
53089,-1.156891,-0.7631029,-0.4014973,success
53094,-1.165639,-0.735125,-0.367792,success
53130,-1.011507,-0.6841427,-0.2709846,success
53134,0.05862892,-0.7219286,-0.5145901,success
53140,-0.996398,-0.7327116,-0.463689,success
53147,-0.8906427,-0.7490014,-0.452503,success
53149,-0.944648,-0.7229837,-0.5114222,success
53179,-0.5417234,-0.7146698,-0.4615126,success
53221,0.01719032,-0.6875134,-0.6372708,success
53225,-0.2713122,-0.7263061,-0.5365878,success
53267,-0.116033,-0.6852554,-0.7837369,success
53269,-1.301057,-0.7207522,-0.4554195,success
53271,-0.4654079,-0.7352661,-1.446305,success
53277,-0.9780661,-0.7047379,-0.9363126,success
53278,-0.9752929,-0.7199036,-0.9194448,success
53281,-0.987948,-0.7384844,-1.474717,success
53291,-0.9784073,-0.7112651,-0.6830892,success
53298,-0.6239145,-0.7330507,-0.4730331,success
53299,-0.9342768,-0.6799842,-0.3884073,success
53301,-0.5905235,-0.72813,-0.4697108,success
53302,-0.9704416,-0.7172668,-0.4538148,success
53303,-0.9918713,-0.7196593,-0.9475915,success
53307,-1.100064,-0.6629328,-0.3978938,success
53308,-1.062369,-0.7087951,-0.4446138,success
53309,-0.889847,-0.7203929,-0.9489863,success
53313,0.0336365,-0.5902575,-0.5807529,success
53326,-0.9579659,-0.7528146,-1.029072,success
53329,-1.010992,-0.7263179,-0.9286822,success
53330,-0.5396347,-0.7219086,-0.9357889,success
53333,-0.6858045,-0.708796,-0.4403061,success
53335,-1.013747,-0.6546336,-0.2660466,success
53338,-0.456793,-0.7406115,-0.816268,success
53339,-1.00813,-0.6932787,-0.8055676,success
53342,-1.264011,-0.7115375,-0.4368146,success
53355,-0.9961671,-0.7208393,-1.145719,success
53357,-0.7766624,-0.6964083,-0.434229,success
53365,-1.328833,-0.727608,-0.5598775,success
53368,-0.4907815,-0.7143184,-0.5453712,success
53374,-0.04860908,-0.72717,-0.6062816,success
53400,-0.5074588,-0.6806638,-1.024876,success
53404,0.03162308,-0.7139824,-0.4385131,success
51855,-0.8634449,-0.7294484,-0.3915985,success
