identifier,pos x,pos y,pos z,status
123169,-2.492862,-0.01078328,1.674682,success
123257,-2.615517,-0.4344475,1.872196,success
123276,-2.320118,0.02340434,1.473503,success
123321,-2.344392,0.02340396,1.557945,success
123344,-2.340669,-0.04168604,1.553867,success
123422,-2.358414,0.01433206,1.596299,success
123426,-2.302144,-0.1010324,1.504583,success
123427,-2.278284,-0.1030456,1.473304,success
122558,-2.536817,0.1783009,1.605159,success
123023,-2.568542,0.06304762,1.491126,success
123154,-2.746096,0.04036245,1.265033,success
123282,-2.475268,-0.08805735,1.170439,success
123605,-2.309373,-0.005018413,1.503493,success
123607,-2.326322,-0.07860796,1.461825,success
122197,-2.727582,0.05415773,0.8797858,success
122239,-2.418052,-0.0006410629,1.509466,success
122832,-2.546445,0.1371661,1.594037,success
123014,-2.52477,0.1489152,1.576339,success
123024,-2.497954,0.1133224,1.569305,success
123104,-2.54943,0.1689322,1.527602,success
123148,-2.617642,0.08398204,1.450124,success
123162,-2.549365,0.1128831,1.512815,success
123297,-2.529071,0.062282,1.542491,success
123315,-2.576366,0.134204,1.447962,success
123318,-2.558872,0.1774789,1.448438,success
123347,-2.475326,-0.06153812,1.593304,success
123394,-2.440353,0.01521218,1.632104,success
123415,-2.508984,-0.05621754,1.500469,success
123436,-2.338228,-0.09588684,1.553191,success
123439,-2.350665,-0.03950547,1.603499,success
123455,-2.785382,-0.07127969,0.8681788,success
123510,-2.452167,-0.03463535,1.174261,success
123573,-2.370552,-0.07248999,1.549038,success
123603,-2.330468,0.02811,1.562394,success
123636,-2.308843,0.007375851,1.492891,success
123681,-2.393305,-0.07330801,1.178588,success
123694,-2.330033,0.007921293,1.555041,success
123700,-2.47712,-0.03404841,1.176373,success
123746,-2.449864,-0.06262852,1.167223,success
123790,-2.291847,-0.0827115,1.590593,success
123149,-2.457113,0.1361916,1.608327,success
123277,-2.537421,0.1715314,1.606388,success
123279,-2.539892,0.1614735,1.586231,success
123298,-2.453773,0.1445664,1.682438,success
123300,-2.477761,0.1363755,1.668155,success
123307,-2.564043,0.1272725,1.624396,success
123309,-2.464216,0.02025285,1.661757,success
123469,-2.502848,0.1527162,1.602355,success
123473,-2.464941,-0.07488878,1.668442,success
123481,-2.473205,0.1273893,1.589091,success
123482,-2.469599,0.135226,1.607314,success
123485,-2.474087,0.1487592,1.679414,success
123502,-2.461436,0.01873024,1.652745,success
123505,-2.447339,0.07948266,1.670326,success
123525,-2.855992,-0.07520314,0.9719068,success
123540,-2.458422,-0.09075703,1.678785,success
123546,-2.425807,0.003980681,1.655023,success
123632,-2.756969,-0.04322289,1.13865,success
123677,-2.462126,0.01638319,1.617608,success
123680,-2.467417,-0.03923033,1.598277,success
123698,-2.569511,-0.01371376,1.492794,success
123699,-2.46078,0.1060541,1.5977,success
123702,-2.52931,0.04460612,1.515822,success
123714,-2.528883,0.1802322,1.606305,success
123719,-2.555946,0.1033322,1.491745,success
123723,-2.692363,-0.009808555,1.407556,success
123730,-2.422253,-0.09695782,1.624929,success
123749,-2.568844,-0.08575664,1.483751,success
123779,-2.594161,-0.1093602,1.194501,success
123780,-2.632712,-0.0914347,1.453622,success
123797,-2.443816,0.007259071,1.636331,success
123814,-2.461356,0.03838153,1.666538,success
123815,-2.533218,0.1750887,1.526496,success
123816,-2.533015,0.1806777,1.589857,success
123820,-2.543314,0.1493935,1.592859,success
123831,-2.704823,0.01901951,1.393165,success
123850,-2.512728,0.1458603,1.568407,success
123854,-2.301721,-0.1056047,1.54319,success
123855,-2.453139,0.04791763,1.654606,success
123866,-2.447833,0.0008050352,1.65656,success
123870,-2.454733,-0.05982442,1.582892,success
123913,-2.506833,0.1495406,1.646279,success
123915,-2.660886,0.02605693,1.422856,success
123917,-2.4627,0.1291352,1.634891,success
123926,-2.532549,0.1664881,1.608233,success
123940,-2.474094,-0.07583843,1.568188,success
123943,-2.604074,0.004534438,1.425625,success
123945,-2.496203,-0.09440248,1.543737,success
123962,-2.544811,0.1856036,1.650004,success
123965,-2.554526,0.1552372,1.615032,success
123968,-2.514408,0.1388906,1.656626,success
123970,-2.52402,0.09030557,1.541962,success
123972,-2.5767,-0.07998325,1.277426,success
123985,-2.344646,0.001964971,1.58169,success
123988,-2.338755,-0.05280744,1.565011,success
122831,-2.714016,0.06266662,1.723953,success
123013,-2.730297,0.07258846,1.696978,success
123807,-2.761138,-0.03299335,0.8144916,success
123833,-2.695261,0.0997539,1.676541,success
123839,-2.696887,0.1337321,1.654736,success
123903,-2.664391,-0.0724258,0.9720418,success
123918,-2.746539,0.0249462,1.014905,success
123967,-2.730796,0.05127947,1.731558,success
123989,-2.422171,-0.1308865,1.662159,success
124003,-2.726283,0.1457387,1.655302,success
124005,-2.315081,-0.00970158,1.583349,success
124008,-2.755625,0.1197865,1.747971,success
124010,-2.536443,0.176401,1.556655,success
124011,-2.535433,0.1782191,1.563819,success
124015,-2.683504,0.1154367,1.687638,success
124016,-2.498284,-0.1157285,1.736421,success
124018,-2.562329,0.1107851,1.486521,success
124019,-2.713166,0.08315822,1.753907,success
124027,-2.661426,-0.008965254,1.421229,success
124033,-2.451216,0.01086187,1.653677,success
124042,-2.461824,0.08883731,1.603632,success
124048,-2.591433,0.03982703,1.71816,success
124050,-2.658251,-0.07291068,1.444934,success
124053,-2.450721,0.1582632,1.635104,success
124054,-2.595855,0.02865598,1.463478,success
124055,-2.452538,-0.04637904,1.620377,success
124057,-2.460134,0.161843,1.636219,success
124062,-2.549063,0.1347528,1.677027,success
124065,-2.357144,-0.07114147,1.555862,success
124073,-2.54341,0.1702349,1.514296,success
124088,-2.489007,0.1539895,1.584337,success
124090,-2.446349,-0.06654374,1.679801,success
124093,-2.32255,-0.03839801,1.541543,success
124101,-2.429399,0.03598867,1.641339,success
124102,-2.536598,-0.07826145,1.1228,success
124105,-2.440941,0.06838633,1.633255,success
124117,-2.506302,-0.08500041,1.062992,success
124122,-2.520988,-0.06016921,1.091699,success
124123,-2.32888,-0.05705799,1.704426,success
124125,-2.458301,0.1339418,1.590006,success
124150,-2.729446,0.1395397,1.639954,success
124155,-2.652378,0.1185418,1.681087,success
124158,-2.700469,0.07372496,1.706334,success
124161,-2.479212,0.1526421,1.603022,success
124166,-2.501924,-0.1230104,1.134347,success
124167,-2.450726,0.06819491,1.596841,success
123881,-2.431074,-0.03616901,1.163377,success
123937,-3.36366,-0.8321183,1.817922,success
124067,-2.798865,-0.1180873,1.070205,success
124153,-2.795909,-0.1053682,0.7658886,success
124156,-2.786505,-0.154645,0.7605599,success
124199,-2.540373,0.1610347,1.596804,success
124201,-2.542766,0.1573195,1.606135,success
124219,-2.461339,0.08009535,1.667788,success
124224,-2.47118,0.1153183,1.643687,success
124232,-2.469148,0.1346227,1.628302,success
124234,-2.463553,0.06506647,1.671919,success
124235,-2.497715,0.1265614,1.58328,success
124238,-2.50395,0.1512155,1.638193,success
124253,-2.46,-0.07398926,1.670397,success
124263,-2.540067,0.1730085,1.547038,success
124264,-2.52563,0.2046022,1.658712,success
124266,-2.784416,0.1453761,1.740524,success
124267,-2.525834,0.1953701,1.467145,success
124284,-2.470515,0.1297311,1.583547,success
124299,-2.478616,-0.0895399,1.551881,success
124306,-2.43064,0.001006588,1.659678,success
124315,-2.499295,-0.04831617,1.17454,success
124329,-2.470712,0.1522137,1.581857,success
124337,-2.534275,0.1840782,1.521218,success
124342,-2.534567,-0.01870096,1.156887,success
124349,-2.328064,0.03367506,1.490262,success
124356,-2.488625,-0.07004155,1.707612,success
124357,-2.322971,-0.031974,1.486691,success
123558,-3.245807,-0.8104115,1.871389,success
123566,-3.35525,-0.7966254,1.84891,success
124186,-2.74642,-0.01073243,0.8234417,success
124193,-2.803013,-0.1030035,0.7142751,success
124252,-2.675798,-0.0787432,0.8879261,success
124270,-2.787095,-0.06253774,0.7464648,success
124298,-3.34117,-0.8052952,1.895778,success
124372,-2.702508,0.05969347,1.280875,success
124375,-2.698534,0.1167662,1.653129,success
124376,-2.529753,0.1826907,1.606873,success
124377,-2.539145,0.1504664,1.47196,success
124383,-2.370405,-0.01689506,1.568056,success
124384,-2.664582,0.04448909,1.567795,success
124390,-2.645908,-0.001625419,1.406034,success
124391,-2.478167,0.1522559,1.649556,success
124405,-2.467592,0.1274908,1.622254,success
124409,-2.466941,0.1181029,1.638848,success
124412,-2.467554,0.1006592,1.59422,success
124419,-2.471873,0.0587021,1.576018,success
124433,-2.326324,-0.06499068,1.554479,success
124435,-2.444428,-0.01422128,1.669164,success
124436,-2.355747,0.00591068,1.552377,success
124437,-2.461036,-0.06235243,1.646368,success
124441,-2.466388,0.1182898,1.622123,success
124449,-2.313124,-0.06677188,1.475645,success
124461,-2.550289,0.1936962,1.594132,success
124467,-2.875966,-0.0505013,1.137344,success
124470,-2.530145,0.1590785,1.473091,success
124473,-2.538288,0.1576745,1.560211,success
124476,-2.680976,0.04603131,1.377232,success
124479,-2.688111,-0.01430586,1.351326,success
124489,-2.479535,0.153373,1.637676,success
124501,-2.442544,0.04032138,1.63318,success
124512,-2.500832,-0.08893801,1.213597,success
124539,-2.461407,0.06180184,1.595272,success
124542,-2.368253,-0.06551842,1.290177,success
124548,-2.305638,-0.05096023,1.477053,success
124550,-2.527999,-0.1673325,1.747789,success
124465,-2.752442,-0.05918287,0.770879,success
124469,-2.786314,-0.102765,0.7297342,success
124525,-3.137068,-0.8085465,1.836932,success
124565,-2.682059,0.07843964,0.9998636,success
124566,-2.539504,0.2002106,1.463788,success
124572,-2.519751,0.2115563,1.663782,success
124589,-2.330535,-0.009384081,1.599474,success
124596,-2.310438,0.01913787,1.591609,success
124598,-2.46312,0.1512763,1.649159,success
124613,-2.467068,0.09264027,1.683771,success
124621,-2.49783,-0.07149993,1.685189,success
124640,-2.465117,-0.02768615,1.682546,success
124646,-2.464522,-0.07456203,1.676526,success
124666,-2.771672,0.1363005,1.745239,success
124672,-2.46327,0.1100585,1.670043,success
124675,-2.522306,0.1528294,1.632817,success
124683,-2.49895,0.1451102,1.686022,success
124685,-2.582745,0.1021349,1.718671,success
124690,-2.464684,0.1204944,1.611646,success
124692,-2.464198,0.1247048,1.64913,success
124705,-2.436235,-0.08265431,1.192909,success
124728,-2.677279,0.1380627,1.646622,success
124736,-2.580233,-0.08537473,1.271253,success
124743,-2.330619,0.02740844,1.559643,success
124746,-2.776012,-0.06170847,1.067144,success
123292,-2.497612,0.03615697,1.499879,success
124635,-3.353973,-0.8143298,1.862164,success
124758,-2.748237,0.1522526,1.544765,success
124771,-2.521367,0.2142802,1.667734,success
124774,-2.542409,0.1560016,1.519763,success
124776,-2.558283,0.1274634,1.476505,success
124779,-2.786263,-0.08156399,1.10673,success
124781,-2.560311,0.1234485,1.538678,success
124783,-2.506647,0.1520295,1.573428,success
124793,-2.682136,-0.01143594,1.386122,success
124795,-2.514741,-0.03593716,1.028105,success
124796,-2.531437,0.09936471,1.530793,success
124799,-2.516119,0.1452921,1.688447,success
124802,-2.466199,0.1374999,1.620856,success
124815,-2.727405,-0.06335478,1.727619,success
124816,-2.336781,-0.08376162,1.566221,success
124822,-2.490242,0.07896163,1.685028,success
124834,-2.476613,0.00287278,1.685413,success
124835,-2.462972,0.005107298,1.683581,success
124838,-2.44491,0.002633125,1.656639,success
124847,-2.448261,-0.06525032,1.668359,success
124852,-3.092807,-0.287904,1.731172,success
124854,-2.790371,-0.0631371,1.740417,success
124866,-2.781347,0.1263295,1.444432,success
124879,-2.697421,0.1012913,1.677794,success
124882,-2.796693,-0.08707578,1.123843,success
124885,-2.605064,-0.04922836,1.003019,success
124887,-2.522076,0.1264962,1.54291,success
124891,-2.660928,-0.004257813,1.384984,success
124899,-2.75342,-0.001223385,1.721644,success
124900,-2.656662,0.03918703,1.712997,success
124922,-2.731739,0.1465714,1.536381,success
124923,-2.811868,0.1430749,1.736583,success
124930,-2.57363,0.1041107,1.443352,success
124935,-2.560922,0.1302351,1.677825,success
124936,-2.713277,0.06372787,1.703716,success
124938,-2.463938,0.1137772,1.625358,success
124939,-2.475146,0.1133072,1.688977,success
124941,-2.675041,-0.0637445,1.717083,success
124944,-2.46654,-0.02440487,1.591414,success
124953,-2.247247,-0.07867236,1.458821,success
123528,-2.532718,0.1656034,1.611251,success
124017,-2.819558,-0.09157376,1.069404,success
124767,-2.768016,-0.04979907,0.783252,success
124830,-3.49187,-0.7515848,1.749709,success
124973,-2.550691,0.2157106,1.660647,success
124976,-2.484812,0.1557403,1.663233,success
124987,-2.683968,0.1544823,1.631514,success
124990,-2.746949,0.1610473,1.558879,success
124995,-2.323087,-0.02996011,1.57268,success
124996,-2.466012,-0.008921951,1.679822,success
125003,-2.499329,-0.03059237,1.688245,success
125004,-2.53157,0.1918033,1.46694,success
125009,-2.454982,-0.03926362,1.170246,success
125015,-2.453541,0.1139114,1.618321,success
125019,-2.817312,-0.09326561,1.731113,success
125020,-2.469774,0.1036843,1.684627,success
125021,-2.647433,-0.07628535,1.710185,success
125028,-2.465569,0.03397159,1.652472,success
125030,-2.479306,0.1063556,1.684521,success
125034,-2.461664,-0.004374564,1.650614,success
125040,-2.459437,-0.04337628,1.680729,success
125041,-2.439186,-0.03673248,1.667679,success
125042,-2.460999,-0.05551709,1.679243,success
125050,-2.478713,-0.0753413,1.684595,success
125052,-2.546921,0.1256082,1.528729,success
125058,-2.471721,-0.03589511,1.682475,success
125059,-2.548465,0.1319328,1.48966,success
125071,-2.543654,0.1696278,1.512978,success
125076,-2.475252,0.05697872,1.683659,success
125086,-2.457959,0.01601554,1.642767,success
125104,-2.588883,-0.1104184,1.088671,success
125130,-2.497755,0.01952112,1.216806,success
125131,-2.509665,0.1474519,1.652863,success
125133,-2.481937,0.06891629,1.688004,success
125134,-2.719973,-0.08546825,1.738649,success
125138,-2.475231,-0.05819781,1.550082,success
125141,-2.48155,-0.0916449,1.613629,success
125142,-2.426468,0.0001985431,1.666248,success
125155,-2.709132,0.1418607,1.645143,success
123644,-2.472516,0.1449667,1.607466,success
124870,-2.800763,-0.08235215,0.6238295,success
124983,-2.548732,-0.009312019,0.9858902,success
125039,-2.798699,-0.05203263,0.9160787,success
125160,-2.572857,0.2015359,1.463397,success
125164,-2.522062,-0.07471739,1.704766,success
125171,-2.489245,-0.0127333,1.682688,success
125182,-2.313208,-0.0489056,1.247534,success
125184,-2.37308,-0.03068072,1.31822,success
125185,-2.736144,-0.06915592,1.728388,success
125186,-2.454392,0.08557612,1.613659,success
125189,-2.508472,0.09976342,1.688408,success
125191,-2.663003,0.02242346,1.69934,success
125192,-2.694913,0.01792383,1.681715,success
125197,-2.495238,0.1489205,1.677757,success
125198,-2.497576,0.1566816,1.673779,success
125199,-2.468005,0.1272969,1.624288,success
125208,-2.567627,0.1650366,1.668244,success
125214,-2.316568,-0.07080217,1.234826,success
125228,-2.779111,0.1700818,1.589043,success
125249,-2.46397,-0.06939752,1.590149,success
125259,-2.469739,-0.02484863,1.60744,success
125275,-2.470113,0.1234987,1.63276,success
125276,-2.499023,0.1536739,1.642439,success
125278,-2.553548,0.1075211,1.494809,success
125282,-2.713386,0.03402707,1.69759,success
125283,-2.706881,0.03728534,1.689287,success
125284,-2.478889,0.07823351,1.682629,success
125287,-2.458891,0.1259475,1.609718,success
125295,-2.480709,0.1505905,1.649592,success
125335,-2.336206,0.02128296,1.482911,success
125343,-2.269442,-0.08863638,1.479348,success
125347,-2.525725,0.1611089,1.598472,success
123817,-2.535275,0.1207017,1.529666,success
125060,-2.755204,0.02092117,0.8031992,success
125169,-3.472585,-0.7868429,1.748614,success
125205,-2.550682,-0.02183144,1.153178,success
125245,-3.236079,-0.7879595,1.74737,success
125306,-2.538849,-0.05940785,1.160968,success
125319,-2.838039,-0.03159848,0.9912015,success
125326,-2.710433,-0.08531855,1.042875,success
125354,-2.457639,-0.01693773,1.665247,success
125360,-2.887167,-0.05421115,1.730998,success
125379,-2.18637,-0.2269139,1.320262,success
125384,-2.474082,0.1165979,1.576999,success
125387,-2.327261,-0.06329627,1.560111,success
125388,-2.534571,0.1765739,1.552978,success
125394,-2.471908,0.0578222,1.578283,success
125396,-2.475368,0.08477364,1.682847,success
125400,-2.715122,-0.06499417,1.724671,success
125409,-2.469918,-0.0342858,1.575307,success
125414,-2.441042,0.007798433,1.654053,success
125423,-2.384953,-0.01476903,1.530017,success
125425,-2.181722,-0.178511,1.360322,success
125440,-2.683187,-0.05653186,1.702998,success
125457,-2.492812,0.07859217,1.687623,success
125458,-2.538387,0.1937575,1.462597,success
125459,-2.786677,-0.07259075,1.728934,success
125465,-2.483062,0.1335228,1.633278,success
125483,-2.539764,0.1866536,1.533457,success
125530,-2.690937,0.07719083,1.687233,success
125532,-2.458176,0.1264022,1.700228,success
125407,-3.362673,-0.7802705,1.747694,success
125570,-2.56382,0.1885167,1.444925,success
125577,-2.519078,0.1711923,1.496049,success
125588,-2.469808,0.1063571,1.654952,success
125593,-2.468646,0.1295955,1.617081,success
125595,-2.534788,0.1345638,1.680877,success
125598,-2.486583,0.1425635,1.590548,success
125602,-2.542598,0.1526737,1.530875,success
125603,-2.531413,0.2000743,1.659567,success
125614,-2.46506,0.01669872,1.59141,success
125618,-2.612463,-0.02986827,1.713516,success
125626,-2.512914,-0.07440589,1.707276,success
125630,-2.513639,-0.04327576,1.707088,success
125636,-2.471688,0.01836656,1.68807,success
125638,-2.471969,-0.05777143,1.56174,success
125642,-2.459111,0.1050698,1.644656,success
125645,-2.456098,0.0874938,1.616361,success
125656,-2.558754,0.1441927,1.622166,success
125661,-2.658314,-0.01766892,1.719726,success
125663,-2.299311,0.03593761,1.497903,success
125664,-2.468201,-0.02860403,1.566863,success
125666,-2.468526,0.07378015,1.66745,success
125667,-2.544657,0.1452019,1.569631,success
125695,-2.325611,-0.03318989,1.58392,success
125699,-2.455155,-0.07516499,1.684953,success
125703,-2.444329,0.08136603,1.642753,success
125707,-2.438284,0.05060977,1.644505,success
125708,-2.496474,0.04193796,1.683918,success
123891,-2.534109,0.1919906,1.593185,success
125066,-2.758669,-0.09907888,0.5860056,success
125466,-2.336514,-0.02869615,1.180297,success
125474,-2.507897,-0.04053043,1.166696,success
125754,-2.468185,-0.06319846,1.692452,success
125757,-2.573308,0.1989615,1.453693,success
125758,-2.502725,-0.03281571,1.688296,success
125760,-2.441414,0.01663651,1.645995,success
125764,-2.536515,0.1782102,1.605925,success
125770,-2.730946,0.1085358,1.627986,success
125772,-2.485395,0.2179794,1.677307,success
125777,-2.787524,0.1401094,1.553026,success
125782,-2.837703,0.2275381,1.731586,success
125790,-2.548565,-0.007890895,1.474732,success
125796,-2.158762,-0.01816763,1.566597,success
125797,-2.378208,-0.08666639,1.593065,success
125807,-2.457066,-0.03937732,1.620929,success
125811,-2.333283,-0.01376982,1.548773,success
125818,-2.601895,0.05537668,1.719814,success
125819,-2.835611,-0.04469959,1.72748,success
125824,-3.075,-0.1100915,1.732573,success
125838,-2.525367,0.1297643,1.561244,success
125842,-2.536406,0.1144457,1.536673,success
125846,-2.332583,0.01275735,1.556057,success
125847,-2.474296,0.1146311,1.646129,success
125855,-2.575834,0.1487264,1.662539,success
125858,-2.611909,0.03461006,1.729658,success
125859,-2.611885,0.1014702,1.710139,success
125875,-2.581905,-0.08597218,1.678048,success
125894,-2.619263,0.1459318,1.68553,success
125906,-2.789093,-0.1483778,1.720166,success
125913,-2.394174,-0.08533598,1.674655,success
124427,-2.647823,-0.02208416,1.709454,success
125780,-2.645795,0.1631878,1.369973,success
125848,-3.390532,-0.8199666,1.78909,success
125893,-2.751714,-0.0616421,1.18849,success
125936,-2.708872,-0.06115319,1.728547,success
125956,-2.659971,-0.01141275,1.720638,success
125963,-2.716137,0.1277442,1.625768,success
125964,-2.461648,0.03558272,1.596161,success
125969,-2.553685,0.1533257,1.601994,success
125973,-2.796833,-0.07916929,1.727349,success
125981,-2.464898,0.1473623,1.673207,success
125986,-2.637124,0.06962363,1.698285,success
125987,-2.694004,0.03978279,1.710918,success
125988,-2.477158,0.1218036,1.683204,success
125991,-2.687274,0.01108755,1.695087,success
125993,-2.515082,0.1000307,1.686365,success
125997,-2.462099,0.06091824,1.604092,success
126000,-2.837803,-0.08572946,1.727435,success
126003,-2.768649,-0.1039872,1.724459,success
126026,-2.346059,0.003416255,1.598719,success
126029,-2.343738,0.003625914,1.577432,success
126032,-2.765437,0.1541825,1.551009,success
126035,-2.873747,0.1445107,1.740652,success
126036,-2.558038,0.2096509,1.657152,success
126042,-2.621118,0.1197992,1.692104,success
126043,-2.610138,0.162583,1.642796,success
126044,-2.560664,0.1450275,1.550218,success
126048,-2.502023,0.1700637,1.60375,success
126068,-2.454307,0.0611212,1.628019,success
126069,-2.75957,0.005787805,1.728869,success
126079,-2.72335,0.1369008,1.641185,success
126080,-2.552865,0.1395204,1.582676,success
126088,-2.480073,0.02716306,1.693705,success
126101,-2.887556,0.1888649,1.62164,success
126103,-2.648976,0.1612659,1.628834,success
124431,-2.480338,-0.05961449,1.684534,success
124717,-2.593599,-0.08093058,1.709983,success
125226,-2.819908,-0.09395237,0.459115,success
126124,-2.507869,-0.1253444,1.750295,success
126137,-2.769779,0.1057558,1.433628,success
126139,-2.489391,-0.1245435,1.717968,success
126143,-2.530201,0.1632167,1.592081,success
126160,-2.706958,0.002575189,1.687088,success
126162,-2.73374,0.00640285,1.725786,success
126166,-2.824327,-0.05726339,1.727234,success
126175,-2.471376,-0.03074726,1.568935,success
126184,-2.354736,0.01940581,1.602292,success
126203,-2.890149,0.2097316,1.424845,success
126204,-2.579368,-0.0003448427,1.733434,success
126205,-2.907591,0.2081536,1.493102,success
126206,-2.469097,0.03021111,1.666697,success
126208,-2.88502,0.2258364,1.736361,success
126220,-2.59116,0.1641368,1.437504,success
126223,-2.46174,0.02464926,1.623822,success
126225,-2.543396,0.2000057,1.662249,success
126256,-2.839538,0.219357,1.750443,success
126260,-2.800956,0.1198812,1.481695,success
126271,-2.476612,0.1109819,1.691613,success
126272,-2.44012,0.05010366,1.588471,success
126274,-2.44361,0.001588181,1.617398,success
126279,-2.318376,-0.06727161,1.59128,success
126284,-2.876254,-0.006282747,1.747227,success
124547,-2.37534,-0.08423711,1.567264,success
124564,-2.780395,0.008847967,0.8180817,success
124801,-2.726017,0.0100833,1.701029,success
126014,-3.585572,-0.7796623,1.712861,success
126133,-2.575704,0.173605,1.421404,success
126197,-3.313624,-0.77255,1.870155,success
126221,-2.754869,0.1008966,1.427131,success
126253,-2.913566,0.1402988,1.258403,success
126290,-2.437731,-0.01348574,1.737831,success
126297,-2.821798,-0.07759689,1.730728,success
126305,-2.47702,0.1230151,1.610027,success
126310,-2.714497,0.07860856,1.68497,success
126313,-2.474788,0.1306708,1.628231,success
126315,-2.595144,0.07540539,1.663991,success
126319,-2.860524,0.1924544,1.752114,success
126320,-2.706235,0.01237686,1.681607,success
126321,-2.764041,0.1879035,1.594161,success
126322,-2.705307,0.01260111,1.700184,success
126333,-2.461939,-0.05964004,1.651251,success
126334,-2.856952,-0.124643,1.729875,success
126368,-2.708143,0.05348916,1.667754,success
126373,-2.498411,0.04096478,1.682063,success
126387,-2.822978,-0.2719848,1.937018,success
126400,-2.596125,-0.09037997,1.674741,success
126436,-2.743256,0.1611699,1.609998,success
126450,-2.691631,0.02824965,1.718293,success
126452,-2.435019,0.1256484,1.694666,success
126037,-2.904123,-0.1071646,0.9223905,success
126040,-2.813766,-0.08375533,0.948169,success
126148,-3.463361,-0.7790472,1.750291,success
126293,-2.591018,0.1928966,1.449318,success
126314,-2.747805,0.1186714,1.461763,success
126332,-2.475525,-0.06384312,1.575252,success
126444,-3.351296,-0.166824,1.716823,success
126456,-2.351948,0.004504025,1.54225,success
126494,-2.695794,0.06030291,1.721544,success
126505,-2.480187,0.09562407,1.682741,success
126574,-2.501267,0.1342097,1.692707,success
126585,-2.59557,0.10054,1.725694,success
126586,-2.472411,0.1317628,1.683053,success
126652,-2.613684,0.183535,1.65412,success
125243,-2.194662,-0.3379699,1.302773,success
126359,-3.534465,-0.3379393,1.665599,success
126477,-2.588607,-0.06388746,1.675877,success
126483,-2.64564,0.1630837,1.515239,success
126492,-2.716825,0.06163497,1.677671,success
126522,-2.598454,-0.08547916,1.711038,success
126584,-2.768233,0.1238167,1.538172,success
126593,-2.649026,0.006342933,1.712078,success
126628,-2.95055,0.1181488,1.720643,success
126641,-2.588592,-0.05837114,1.681206,success
125167,-2.803732,-0.007441744,0.7352043,success
125272,-2.497914,0.1468516,1.61023,success
126499,-2.564652,0.1399062,1.511935,success
126501,-3.373042,-0.03668992,1.767219,success
126744,-2.874596,0.3439786,1.70363,success
126745,-2.837276,0.3352391,1.702118,success
125651,-2.811525,-0.0401306,0.9209114,success
126487,-3.503206,-0.08096884,1.748755,success
126544,-2.871011,0.1010538,1.373004,success
126639,-3.368001,-0.4938241,1.700914,success
126677,-2.519925,-0.07182409,1.708866,success
126695,-2.507993,0.1505492,1.604215,success
126703,-2.6891,0.0336843,1.703953,success
126704,-2.585935,0.07013111,1.673697,success
126706,-2.650126,0.03255564,1.685181,success
126714,-2.790061,-0.1216304,1.712473,success
126719,-2.4521,0.06051867,1.676282,success
126726,-2.435127,0.01718815,1.6639,success
126728,-2.468571,0.00248076,1.685921,success
126755,-2.946227,0.1296121,1.712732,success
126763,-2.561804,0.173528,1.622098,success
126804,-2.843048,0.195756,1.638902,success
126576,-3.828318,-0.3617535,1.659608,success
126702,-2.459896,-0.05994089,1.602661,success
126738,-2.459559,0.06654894,1.603028,success
126872,-2.535882,0.1894615,1.666057,success
126878,-2.704046,0.07194719,1.73674,success
126897,-2.585089,-0.01223069,1.756201,success
126908,-2.586672,-0.001592323,1.732803,success
126941,-2.705707,0.1224829,1.644317,success
126948,-2.463855,0.174383,1.711016,success
126514,-3.419775,-0.8533601,1.730386,success
126879,-2.475992,0.1391554,1.664487,success
126883,-2.677869,0.02387947,1.67015,success
126910,-2.453733,0.03702149,1.633517,success
126916,-2.720144,0.3345831,1.329672,success
126920,-2.463117,0.06647879,1.676904,success
127023,-2.73914,0.1887273,1.617525,success
127163,-2.90497,0.1937541,1.721167,success
127178,-2.688766,0.07979551,1.721688,success
126807,-2.752061,-0.01802243,1.045159,success
127106,-2.895545,-0.02965608,1.726738,success
127125,-2.458112,0.1149401,1.598571,success
127190,-2.361249,0.02620457,1.581074,success
127223,-2.544012,-0.1664162,1.635241,success
127230,-2.453089,-0.009768531,1.706595,success
127238,-2.534436,0.20388,1.483716,success
127254,-2.557984,0.16952,1.676278,success
127300,-2.470976,0.06780864,1.708549,success
127302,-2.463299,0.06812657,1.698475,success
127319,-2.495475,0.07620947,1.688534,success
127338,-2.58916,0.1629392,1.651175,success
127342,-2.689963,0.104679,1.688866,success
127344,-2.49478,0.1527798,1.596253,success
127349,-2.507412,0.1419673,1.689623,success
127384,-2.80718,-0.08270247,1.717996,success
127393,-2.527204,-0.06417482,1.707904,success
127427,-2.703237,0.1228881,1.65611,success
127430,-2.538455,0.1637962,1.617172,success
127436,-2.486854,0.156916,1.622021,success
127459,-2.638742,0.0139658,1.717201,success
127484,-2.730585,0.1731533,1.600524,success
127535,-2.605425,0.1710935,1.575284,success
127548,-2.707022,0.01617336,1.708628,success
127027,-2.856079,-0.1343202,1.020754,success
127079,-2.394166,-0.08159684,1.55574,success
127577,-2.474621,-0.0790592,1.683587,success
127579,-2.815274,0.389851,1.291522,success
127581,-2.816624,0.3801817,1.30561,success
127589,-2.358916,0.017873,1.546668,success
127605,-2.509612,0.1467858,1.667098,success
127611,-2.693867,0.02026759,1.688622,success
127618,-2.463828,0.1103824,1.697083,success
127624,-2.738241,0.3981695,1.303576,success
127655,-2.372107,-0.007732823,1.574213,success
127680,-2.598019,0.1377559,1.695698,success
127730,-2.804414,-0.1494885,1.716115,success
